order_number,customer_email,product_sku,quantity,unit_price,sale_date
ORD-000883,customer0108@demo-retail.com,SKU-1037,2,13.15,2026-05-30
ORD-000884,customer0054@demo-retail.com,SKU-1006,5,16.28,2026-04-10
ORD-000885,customer0264@demo-retail.com,SKU-1063,8,59.41,2026-08-24
ORD-000886,customer0167@demo-retail.com,SKU-1075,2,22.71,2026-08-30
ORD-000887,customer0057@demo-retail.com,SKU-1100,3,178.95,2025-08-24
ORD-000888,customer0038@demo-retail.com,SKU-1029,1,30.41,2026-01-20
ORD-000889,customer0476@demo-retail.com,SKU-1028,10,116.73,2025-05-29
ORD-000890,customer0184@demo-retail.com,SKU-1081,1,88.5,2026-07-13
ORD-000891,customer0144@demo-retail.com,SKU-1008,8,49.82,2026-04-08
ORD-000892,customer0176@demo-retail.com,SKU-1098,3,82.52,2026-07-19
ORD-000893,customer0497@demo-retail.com,SKU-1074,3,138.79,2026-07-19
ORD-000894,customer0442@demo-retail.com,SKU-1063,2,59.41,2026-04-20
ORD-000895,customer0374@demo-retail.com,SKU-1002,1,164.25,2025-10-13
ORD-000896,customer0114@demo-retail.com,SKU-1075,1,22.71,2026-05-12
ORD-000897,customer0214@demo-retail.com,SKU-1001,1,78.27,2026-04-07
ORD-000898,customer0272@demo-retail.com,SKU-1055,1,59.59,2025-02-04
ORD-000899,customer0254@demo-retail.com,SKU-1058,4,143.75,2025-04-11
ORD-000900,customer0068@demo-retail.com,SKU-1028,2,136.36,2026-05-19
ORD-000901,customer0343@demo-retail.com,SKU-1062,1,78.14,2025-01-17
ORD-000902,customer0500@demo-retail.com,SKU-1004,8,24.08,2026-08-21
ORD-000903,customer0405@demo-retail.com,SKU-1024,5,76.84,2026-02-20
ORD-000904,customer0037@demo-retail.com,SKU-1081,6,88.5,2025-01-02
ORD-000905,customer0386@demo-retail.com,SKU-1055,10,59.59,2026-06-17
ORD-000906,customer0042@demo-retail.com,SKU-1088,1,146.2,2026-07-09
ORD-000907,customer0187@demo-retail.com,SKU-1087,2,101.32,2026-06-12
ORD-000908,customer0090@demo-retail.com,SKU-1047,4,170.24,2026-05-30
ORD-000909,customer0172@demo-retail.com,SKU-1018,4,185.56,2026-07-10
ORD-000910,customer0108@demo-retail.com,SKU-1090,1,206.84,2026-08-18
ORD-000911,customer0349@demo-retail.com,SKU-1065,5,11.51,2026-06-24
ORD-000912,customer0425@demo-retail.com,SKU-1068,1,208.13,2026-04-25
ORD-000913,customer0232@demo-retail.com,SKU-1038,1,159.03,2026-06-30
ORD-000914,customer0457@demo-retail.com,SKU-1025,3,107.94,2025-03-09
ORD-000915,customer0085@demo-retail.com,SKU-1014,3,53.53,2026-08-12
ORD-000916,customer0488@demo-retail.com,SKU-1067,3,36.93,2026-07-10
ORD-000917,customer0243@demo-retail.com,SKU-1017,1,25.53,2026-07-09
ORD-000918,customer0033@demo-retail.com,SKU-1025,5,125.72,2025-10-26
ORD-000919,customer0172@demo-retail.com,SKU-1083,1,30.78,2026-06-17
ORD-000920,customer0304@demo-retail.com,SKU-1063,1,59.41,2025-12-01
ORD-000921,customer0291@demo-retail.com,SKU-1039,5,172.42,2026-05-06
ORD-000922,customer0248@demo-retail.com,SKU-1030,8,21.41,2026-06-26
ORD-000923,customer0146@demo-retail.com,SKU-1046,5,34.62,2025-06-01
ORD-000924,customer0499@demo-retail.com,SKU-1024,4,76.84,2025-10-20
ORD-000925,customer0122@demo-retail.com,SKU-1021,3,37.38,2025-06-07
ORD-000926,customer0190@demo-retail.com,SKU-1034,3,41.31,2026-05-11
ORD-000927,customer0076@demo-retail.com,SKU-1045,1,196.54,2026-06-11
ORD-000928,customer0472@demo-retail.com,SKU-1016,2,138.37,2026-06-15
ORD-000929,customer0080@demo-retail.com,SKU-1041,24,191.53,2026-04-15
ORD-000930,customer0459@demo-retail.com,SKU-1061,1,179.95,2026-06-17
ORD-000931,customer0076@demo-retail.com,SKU-1086,4,152.93,2026-08-11
ORD-000932,customer0058@demo-retail.com,SKU-1089,2,155.72,2025-12-13
ORD-000933,customer0158@demo-retail.com,SKU-1015,1,135.22,2026-04-12
ORD-000934,customer0168@demo-retail.com,SKU-1012,1,72.77,2026-06-01
ORD-000935,customer0143@demo-retail.com,SKU-1099,3,151.17,2026-07-06
ORD-000936,customer0202@demo-retail.com,SKU-1066,1,98.82,2025-03-31
ORD-000937,customer0185@demo-retail.com,SKU-1086,5,152.93,2026-08-17
ORD-000938,customer0007@demo-retail.com,SKU-1048,2,172.36,2026-05-25
ORD-000939,customer0111@demo-retail.com,SKU-1012,2,72.77,2026-07-29
ORD-000940,customer0084@demo-retail.com,SKU-1037,3,13.15,2026-03-30
ORD-000941,customer0428@demo-retail.com,SKU-1018,5,176.91,2026-05-17
ORD-000942,customer0034@demo-retail.com,SKU-1043,2,76.68,2026-04-19
ORD-000943,customer0328@demo-retail.com,SKU-1053,3,200.77,2026-08-30
ORD-000944,customer0469@demo-retail.com,SKU-1097,3,199.29,2026-04-08
ORD-000945,customer0022@demo-retail.com,SKU-1063,1,59.41,2026-04-12
ORD-000946,customer0379@demo-retail.com,SKU-1072,5,92.39,2026-04-27
ORD-000947,customer0335@demo-retail.com,SKU-1016,4,138.37,2026-05-03
ORD-000948,customer0062@demo-retail.com,SKU-1004,3,24.08,2026-06-30
ORD-000949,customer0247@demo-retail.com,SKU-1075,5,22.71,2026-01-06
ORD-000950,customer0419@demo-retail.com,SKU-1089,5,155.72,2026-05-03
ORD-000951,customer0298@demo-retail.com,SKU-1021,4,37.38,2026-06-26
ORD-000952,customer0084@demo-retail.com,SKU-1046,5,36.88,2025-05-19
ORD-000953,customer0149@demo-retail.com,SKU-1007,4,185.15,2025-12-31
ORD-000954,customer0322@demo-retail.com,SKU-1099,3,148.8,2026-07-13
ORD-000955,customer0410@demo-retail.com,SKU-1088,3,146.2,2026-06-12
ORD-000956,customer0297@demo-retail.com,SKU-1069,4,98.39,2025-04-09
ORD-000957,customer0175@demo-retail.com,SKU-1053,1,167.18,2026-04-29
ORD-000958,customer0315@demo-retail.com,SKU-1072,5,115.43,2026-07-14
ORD-000959,customer0388@demo-retail.com,SKU-1090,5,206.84,2026-07-19
ORD-000960,customer0473@demo-retail.com,SKU-1017,1,25.53,2025-04-30
ORD-000961,customer0456@demo-retail.com,SKU-1057,5,205.38,2025-05-23
ORD-000962,customer0156@demo-retail.com,SKU-1091,1,82.94,2025-06-26
ORD-000963,customer0117@demo-retail.com,SKU-1089,2,155.72,2026-07-26
ORD-000964,customer0391@demo-retail.com,SKU-1089,4,142.67,2026-03-12
ORD-000965,customer0056@demo-retail.com,SKU-1026,1,213.67,2025-02-13
ORD-000966,customer0466@demo-retail.com,SKU-1016,5,124.55,2026-05-03
ORD-000967,customer0106@demo-retail.com,SKU-1078,5,217.02,2025-05-07
ORD-000968,customer0075@demo-retail.com,SKU-1012,2,72.77,2025-01-30
ORD-000969,customer0083@demo-retail.com,SKU-1046,1,36.88,2025-12-23
ORD-000970,customer0035@demo-retail.com,SKU-1073,2,71.25,2026-04-24
ORD-000971,customer0099@demo-retail.com,SKU-1092,3,186.58,2026-07-07
ORD-000972,customer0472@demo-retail.com,SKU-1028,10,136.36,2026-08-06
ORD-000973,customer0226@demo-retail.com,SKU-1024,3,71.09,2026-04-03
ORD-000974,customer0264@demo-retail.com,SKU-1028,1,129.23,2026-03-11
ORD-000975,customer0070@demo-retail.com,SKU-1067,3,36.93,2026-08-03
ORD-000976,customer0168@demo-retail.com,SKU-1011,3,139.27,2026-08-21
ORD-000977,customer0500@demo-retail.com,SKU-1088,4,146.2,2026-06-13
ORD-000978,customer0439@demo-retail.com,SKU-1025,1,125.72,2026-05-14
ORD-000979,customer0007@demo-retail.com,SKU-1023,4,65.83,2026-05-29
ORD-000980,customer0338@demo-retail.com,SKU-1067,3,31.73,2026-05-11
ORD-000981,customer0474@demo-retail.com,SKU-1095,8,104.4,2025-04-15
ORD-000982,customer0433@demo-retail.com,SKU-1077,2,39.01,2026-07-11
ORD-000983,customer0366@demo-retail.com,SKU-1098,3,82.52,2025-10-13
ORD-000984,customer0244@demo-retail.com,SKU-1046,6,36.88,2026-02-14
ORD-000985,customer0076@demo-retail.com,SKU-1036,1,144.6,2026-06-08
ORD-000986,customer0051@demo-retail.com,SKU-1004,6,24.08,2026-07-28
ORD-000987,customer0196@demo-retail.com,SKU-1023,3,65.83,2026-08-25
ORD-000988,customer0040@demo-retail.com,SKU-1098,1,82.52,2026-08-07
ORD-000989,customer0151@demo-retail.com,SKU-1026,2,213.67,2026-05-04
ORD-000990,customer0280@demo-retail.com,SKU-1070,4,87.63,2026-06-05
ORD-000991,customer0231@demo-retail.com,SKU-1050,1,17.29,2025-05-02
ORD-000992,customer0286@demo-retail.com,SKU-1023,3,65.83,2026-08-23
ORD-000993,customer0221@demo-retail.com,SKU-1063,2,59.41,2025-06-18
ORD-000994,customer0346@demo-retail.com,SKU-1073,3,71.25,2026-08-03
ORD-000995,customer0288@demo-retail.com,SKU-1061,1,179.95,2026-05-03
ORD-000996,customer0498@demo-retail.com,SKU-1076,5,200.92,2026-04-27
ORD-000997,customer0032@demo-retail.com,SKU-1042,8,74.81,2025-10-19
ORD-000998,customer0392@demo-retail.com,SKU-1004,8,24.08,2026-04-04
ORD-000999,customer0211@demo-retail.com,SKU-1046,4,36.88,2026-06-04
ORD-001000,customer0044@demo-retail.com,SKU-1076,1,169.93,2026-06-13
ORD-001001,customer0167@demo-retail.com,SKU-1069,4,119.91,2026-08-26
ORD-001002,customer0137@demo-retail.com,SKU-1054,1,97.36,2026-04-22
ORD-001003,customer0293@demo-retail.com,SKU-1049,1,120.73,2026-06-11
ORD-001004,customer0346@demo-retail.com,SKU-1089,2,155.72,2025-04-13
ORD-001005,customer0315@demo-retail.com,SKU-1022,2,19.15,2025-12-14
ORD-001006,customer0110@demo-retail.com,SKU-1069,4,113.85,2026-08-12
ORD-001007,customer0381@demo-retail.com,SKU-1080,3,61.43,2026-07-05
ORD-001008,customer0035@demo-retail.com,SKU-1035,2,27.51,2026-06-06
ORD-001009,customer0334@demo-retail.com,SKU-1010,1,101.84,2026-06-04
ORD-001010,customer0103@demo-retail.com,SKU-1041,10,191.53,2026-04-15
ORD-001011,customer0452@demo-retail.com,SKU-1024,2,76.84,2026-04-13
ORD-001012,customer0110@demo-retail.com,SKU-1064,2,182.15,2026-08-14
ORD-001013,customer0273@demo-retail.com,SKU-1082,1,143.77,2025-10-02
ORD-001014,customer0321@demo-retail.com,SKU-1094,4,181.98,2026-08-03
ORD-001015,customer0383@demo-retail.com,SKU-1020,4,154.32,2026-07-01
ORD-001016,customer0325@demo-retail.com,SKU-1009,1,75.28,2026-06-11
ORD-001017,customer0352@demo-retail.com,SKU-1033,1,70.43,2025-06-14
ORD-001018,customer0126@demo-retail.com,SKU-1004,3,24.08,2026-07-13
ORD-001019,customer0332@demo-retail.com,SKU-1055,3,59.59,2026-05-12
ORD-001020,customer0405@demo-retail.com,SKU-1034,1,41.31,2026-08-24
ORD-001021,customer0249@demo-retail.com,SKU-1093,8,61.35,2026-08-21
ORD-001022,customer0462@demo-retail.com,SKU-1009,1,75.28,2026-06-16
ORD-001023,customer0483@demo-retail.com,SKU-1051,2,18.54,2025-04-03
ORD-001024,customer0257@demo-retail.com,SKU-1095,8,122.17,2026-04-07
ORD-001025,customer0255@demo-retail.com,SKU-1033,2,70.43,2026-06-22
ORD-001026,customer0427@demo-retail.com,SKU-1043,3,76.68,2026-06-12
ORD-001027,customer0112@demo-retail.com,SKU-1055,2,56.34,2025-08-30
ORD-001028,customer0029@demo-retail.com,SKU-1076,1,200.92,2026-06-27
ORD-001029,customer0217@demo-retail.com,SKU-1070,10,87.63,2025-11-21
ORD-001030,customer0244@demo-retail.com,SKU-1047,2,170.24,2026-07-25
ORD-001031,customer0340@demo-retail.com,SKU-1095,6,114.55,2026-08-23
ORD-001032,customer0197@demo-retail.com,SKU-1071,1,212.19,2025-09-17
ORD-001033,customer0444@demo-retail.com,SKU-1069,1,119.91,2026-07-31
ORD-001034,customer0155@demo-retail.com,SKU-1033,1,70.43,2026-05-23
ORD-001035,customer0469@demo-retail.com,SKU-1021,3,37.38,2026-07-09
ORD-001036,customer0141@demo-retail.com,SKU-1005,2,137.03,2026-02-21
ORD-001037,customer0212@demo-retail.com,SKU-1095,5,122.17,2026-04-28
ORD-001038,customer0358@demo-retail.com,SKU-1021,2,32.26,2026-08-06
ORD-001039,customer0168@demo-retail.com,SKU-1095,8,98.69,2026-07-15
ORD-001040,customer0070@demo-retail.com,SKU-1083,5,30.78,2026-03-31
ORD-001041,customer0081@demo-retail.com,SKU-1015,5,135.22,2026-08-10
ORD-001042,customer0352@demo-retail.com,SKU-1077,4,42.14,2025-05-14
ORD-001043,customer0089@demo-retail.com,SKU-1034,4,41.31,2026-07-28
ORD-001044,customer0213@demo-retail.com,SKU-1011,5,139.27,2025-07-23
ORD-001045,customer0011@demo-retail.com,SKU-1029,4,30.41,2026-04-07
ORD-001046,customer0499@demo-retail.com,SKU-1012,3,72.77,2025-08-23
ORD-001047,customer0317@demo-retail.com,SKU-1052,1,77.39,2025-02-20
ORD-001048,customer0485@demo-retail.com,SKU-1022,1,16.83,2026-05-29
ORD-001049,customer0254@demo-retail.com,SKU-1087,6,118.52,2026-04-10
ORD-001050,customer0383@demo-retail.com,SKU-1037,3,12.21,2026-06-24
ORD-001051,customer0347@demo-retail.com,SKU-1094,4,181.98,2026-06-20
ORD-001052,customer0500@demo-retail.com,SKU-1038,2,159.03,2025-01-30
ORD-001053,customer0351@demo-retail.com,SKU-1075,1,19.77,2026-01-14
ORD-001054,customer0109@demo-retail.com,SKU-1088,1,146.2,2026-02-12
ORD-001055,customer0049@demo-retail.com,SKU-1010,3,95.69,2025-09-20
ORD-001056,customer0481@demo-retail.com,SKU-1078,2,217.02,2026-06-02
ORD-001057,customer0130@demo-retail.com,SKU-1001,1,89.9,2025-02-16
ORD-001058,customer0496@demo-retail.com,SKU-1017,2,21.11,2026-01-15
ORD-001059,customer0450@demo-retail.com,SKU-1044,1,148.45,2026-04-27
ORD-001060,customer0161@demo-retail.com,SKU-1015,3,125.86,2026-06-26
ORD-001061,customer0145@demo-retail.com,SKU-1056,1,72.27,2026-01-05
ORD-001062,customer0161@demo-retail.com,SKU-1067,4,33.63,2025-09-28
ORD-001063,customer0437@demo-retail.com,SKU-1072,2,115.43,2026-07-24
ORD-001064,customer0028@demo-retail.com,SKU-1020,2,129.48,2026-07-14
ORD-001065,customer0459@demo-retail.com,SKU-1015,1,115.41,2026-03-23
ORD-001066,customer0253@demo-retail.com,SKU-1059,1,179.16,2026-05-12
ORD-001067,customer0105@demo-retail.com,SKU-1012,2,72.77,2026-06-03
ORD-001068,customer0289@demo-retail.com,SKU-1035,2,27.51,2026-04-23
ORD-001069,customer0393@demo-retail.com,SKU-1068,3,208.13,2026-08-30
ORD-001070,customer0049@demo-retail.com,SKU-1087,2,106.93,2026-04-26
ORD-001071,customer0303@demo-retail.com,SKU-1048,4,146.25,2026-02-08
ORD-001072,customer0338@demo-retail.com,SKU-1091,5,82.94,2026-05-06
ORD-001073,customer0497@demo-retail.com,SKU-1043,4,76.68,2026-08-30
ORD-001074,customer0109@demo-retail.com,SKU-1017,1,25.53,2026-04-08
ORD-001075,customer0037@demo-retail.com,SKU-1096,2,31.37,2026-08-17
ORD-001076,customer0123@demo-retail.com,SKU-1023,1,65.83,2026-06-27
ORD-001077,customer0199@demo-retail.com,SKU-1021,1,37.38,2026-07-09
ORD-001078,customer0153@demo-retail.com,SKU-1016,10,138.37,2025-06-07
ORD-001079,customer0309@demo-retail.com,SKU-1088,1,146.2,2025-11-14
ORD-001080,customer0251@demo-retail.com,SKU-1026,2,213.67,2026-06-09
ORD-001081,customer0388@demo-retail.com,SKU-1012,3,72.77,2026-05-15
ORD-001082,customer0021@demo-retail.com,SKU-1012,4,72.77,2026-05-14
ORD-001083,customer0270@demo-retail.com,SKU-1064,3,182.15,2025-06-08
ORD-001084,customer0465@demo-retail.com,SKU-1011,1,139.27,2026-05-12
ORD-001085,customer0268@demo-retail.com,SKU-1032,2,184.38,2025-11-04
ORD-001086,customer0056@demo-retail.com,SKU-1066,2,98.82,2026-08-20
ORD-001087,customer0182@demo-retail.com,SKU-1033,1,61.66,2026-04-08
ORD-001088,customer0403@demo-retail.com,SKU-1023,2,65.83,2026-05-05
ORD-001089,customer0301@demo-retail.com,SKU-1041,1,191.53,2026-06-16
ORD-001090,customer0495@demo-retail.com,SKU-1044,1,163.76,2026-06-25
ORD-001091,customer0310@demo-retail.com,SKU-1096,2,31.37,2026-08-11
ORD-001092,customer0203@demo-retail.com,SKU-1001,1,78.35,2026-08-27
ORD-001093,customer0317@demo-retail.com,SKU-1039,3,172.42,2026-05-14
ORD-001094,customer0045@demo-retail.com,SKU-1039,3,140.83,2026-02-09
ORD-001095,customer0108@demo-retail.com,SKU-1004,4,20.14,2026-07-14
ORD-001096,customer0045@demo-retail.com,SKU-1025,1,125.72,2026-07-06
ORD-001097,customer0086@demo-retail.com,SKU-1015,1,135.22,2026-08-26
ORD-001098,customer0011@demo-retail.com,SKU-1061,1,179.95,2026-04-29
ORD-001099,customer0027@demo-retail.com,SKU-1051,3,17.19,2026-04-08
ORD-001100,customer0378@demo-retail.com,SKU-1064,4,182.15,2026-05-17
ORD-001101,customer0205@demo-retail.com,SKU-1063,1,59.41,2025-02-07
ORD-001102,customer0366@demo-retail.com,SKU-1030,6,18.98,2026-04-29
ORD-001103,customer0214@demo-retail.com,SKU-1083,1,27.5,2026-06-24
ORD-001104,customer0224@demo-retail.com,SKU-1090,3,206.84,2026-04-05
ORD-001105,customer0119@demo-retail.com,SKU-1057,4,205.38,2026-06-04
ORD-001106,customer0453@demo-retail.com,SKU-1017,5,25.53,2026-04-25
ORD-001107,customer0410@demo-retail.com,SKU-1061,4,149.55,2026-01-04
ORD-001108,customer0248@demo-retail.com,SKU-1086,4,152.93,2025-03-30
ORD-001109,customer0483@demo-retail.com,SKU-1054,2,97.36,2026-08-06
ORD-001110,customer0184@demo-retail.com,SKU-1003,5,44.45,2026-08-19
ORD-001111,customer0414@demo-retail.com,SKU-1005,1,137.03,2026-04-25
ORD-001112,customer0115@demo-retail.com,SKU-1072,6,115.43,2026-08-01
ORD-001113,customer0450@demo-retail.com,SKU-1099,3,163.0,2025-02-17
ORD-001114,customer0343@demo-retail.com,SKU-1078,5,204.42,2026-06-12
ORD-001115,customer0401@demo-retail.com,SKU-1014,2,53.53,2025-04-24
ORD-001116,customer0260@demo-retail.com,SKU-1006,3,16.28,2026-07-30
ORD-001117,customer0373@demo-retail.com,SKU-1021,3,37.38,2026-01-06
ORD-001118,customer0332@demo-retail.com,SKU-1020,4,154.32,2026-08-06
ORD-001119,customer0497@demo-retail.com,SKU-1057,1,205.38,2026-07-11
ORD-001120,customer0147@demo-retail.com,SKU-1044,1,140.16,2026-05-02
ORD-001121,customer0341@demo-retail.com,SKU-1081,1,88.5,2026-01-05
ORD-001122,customer0411@demo-retail.com,SKU-1018,1,212.85,2026-07-04
ORD-001123,customer0186@demo-retail.com,SKU-1088,5,146.2,2026-06-13
ORD-001124,customer0044@demo-retail.com,SKU-1009,1,75.28,2026-06-14
ORD-001125,customer0202@demo-retail.com,SKU-1008,8,49.82,2026-03-21
ORD-001126,customer0324@demo-retail.com,SKU-1008,2,49.82,2026-08-12
ORD-001127,customer0206@demo-retail.com,SKU-1054,1,97.36,2025-10-30
ORD-001128,customer0005@demo-retail.com,SKU-1045,4,196.54,2025-11-18
ORD-001129,customer0207@demo-retail.com,SKU-1090,3,206.84,2026-07-25
ORD-001130,customer0177@demo-retail.com,SKU-1090,2,206.84,2026-05-10
ORD-001131,customer0044@demo-retail.com,SKU-1039,3,172.42,2026-07-12
ORD-001132,customer0277@demo-retail.com,SKU-1067,4,32.6,2025-05-10
ORD-001133,customer0015@demo-retail.com,SKU-1003,1,44.45,2026-07-22
ORD-001134,customer0217@demo-retail.com,SKU-1093,10,53.11,2026-06-15
ORD-001135,customer0064@demo-retail.com,SKU-1046,8,36.88,2026-04-24
ORD-001136,customer0378@demo-retail.com,SKU-1074,24,138.79,2026-06-16
ORD-001137,customer0366@demo-retail.com,SKU-1073,1,71.25,2026-08-19
ORD-001138,customer0154@demo-retail.com,SKU-1045,3,196.54,2026-07-03
ORD-001139,customer0194@demo-retail.com,SKU-1092,1,204.34,2025-05-24
ORD-001140,customer0422@demo-retail.com,SKU-1025,1,125.72,2026-04-04
ORD-001141,customer0042@demo-retail.com,SKU-1053,1,200.77,2026-05-15
ORD-001142,customer0040@demo-retail.com,SKU-1058,2,143.75,2026-07-08
ORD-001143,customer0203@demo-retail.com,SKU-1100,5,196.51,2026-04-21
ORD-001144,customer0477@demo-retail.com,SKU-1089,4,155.72,2026-03-27
ORD-001145,customer0259@demo-retail.com,SKU-1019,4,75.36,2026-07-21
ORD-001146,customer0061@demo-retail.com,SKU-1068,2,208.13,2026-04-22
ORD-001147,customer0190@demo-retail.com,SKU-1072,2,107.1,2026-07-22
ORD-001148,customer0149@demo-retail.com,SKU-1074,2,118.77,2026-05-29
ORD-001149,customer0249@demo-retail.com,SKU-1038,10,145.92,2025-11-07
ORD-001150,customer0111@demo-retail.com,SKU-1037,1,13.15,2026-06-14
ORD-001151,customer0035@demo-retail.com,SKU-1045,5,196.54,2026-04-13
ORD-001152,customer0461@demo-retail.com,SKU-1058,3,143.75,2026-04-09
ORD-001153,customer0071@demo-retail.com,SKU-1098,2,82.52,2025-05-16
ORD-001154,customer0444@demo-retail.com,SKU-1020,4,137.92,2026-05-09
ORD-001155,customer0461@demo-retail.com,SKU-1030,2,21.41,2026-02-01
ORD-001156,customer0143@demo-retail.com,SKU-1095,5,122.17,2026-03-30
ORD-001157,customer0408@demo-retail.com,SKU-1081,6,88.5,2026-08-09
ORD-001158,customer0099@demo-retail.com,SKU-1011,2,139.27,2026-07-27
ORD-001159,customer0097@demo-retail.com,SKU-1067,1,36.93,2026-08-07
ORD-001160,customer0493@demo-retail.com,SKU-1024,3,76.84,2026-04-17
ORD-001161,customer0044@demo-retail.com,SKU-1057,6,205.38,2026-04-05
ORD-001162,customer0442@demo-retail.com,SKU-1063,1,59.41,2026-08-20
ORD-001163,customer0163@demo-retail.com,SKU-1068,3,197.09,2026-08-25
ORD-001164,customer0094@demo-retail.com,SKU-1019,3,63.76,2026-06-19
ORD-001165,customer0315@demo-retail.com,SKU-1008,4,49.82,2026-07-19
ORD-001166,customer0051@demo-retail.com,SKU-1050,1,17.29,2025-11-02
ORD-001167,customer0027@demo-retail.com,SKU-1016,4,138.37,2026-05-27
ORD-001168,customer0386@demo-retail.com,SKU-1066,6,98.82,2026-04-27
ORD-001169,customer0284@demo-retail.com,SKU-1060,1,197.65,2026-06-11
ORD-001170,customer0138@demo-retail.com,SKU-1003,1,44.45,2026-07-03
ORD-001171,customer0403@demo-retail.com,SKU-1084,8,78.72,2026-04-11
ORD-001172,customer0401@demo-retail.com,SKU-1027,1,207.42,2026-04-25
ORD-001173,customer0488@demo-retail.com,SKU-1069,5,119.91,2025-09-09
ORD-001174,customer0493@demo-retail.com,SKU-1060,2,197.65,2026-08-31
ORD-001175,customer0478@demo-retail.com,SKU-1008,1,49.82,2025-01-01
ORD-001176,customer0432@demo-retail.com,SKU-1045,5,196.54,2026-05-26
ORD-001177,customer0379@demo-retail.com,SKU-1021,2,30.41,2026-08-20
ORD-001178,customer0285@demo-retail.com,SKU-1093,2,65.65,2025-05-24
ORD-001179,customer0453@demo-retail.com,SKU-1041,2,191.53,2026-04-24
ORD-001180,customer0126@demo-retail.com,SKU-1035,3,27.51,2026-05-08
ORD-001181,customer0468@demo-retail.com,SKU-1003,1,44.45,2026-06-08
ORD-001182,customer0462@demo-retail.com,SKU-1001,2,79.41,2026-05-02
ORD-001183,customer0202@demo-retail.com,SKU-1098,8,82.52,2026-05-16
ORD-001184,customer0016@demo-retail.com,SKU-1069,1,119.91,2025-03-21
ORD-001185,customer0498@demo-retail.com,SKU-1046,3,36.88,2026-07-31
ORD-001186,customer0416@demo-retail.com,SKU-1099,2,141.71,2026-07-17
ORD-001187,customer0114@demo-retail.com,SKU-1002,4,164.25,2026-04-01
ORD-001188,customer0047@demo-retail.com,SKU-1025,1,125.72,2026-01-02
ORD-001189,customer0253@demo-retail.com,SKU-1030,8,18.71,2025-08-15
ORD-001190,customer0101@demo-retail.com,SKU-1001,2,89.9,2025-08-03
ORD-001191,customer0257@demo-retail.com,SKU-1073,1,71.25,2026-06-21
ORD-001192,customer0350@demo-retail.com,SKU-1087,1,105.27,2026-08-03
ORD-001193,customer0478@demo-retail.com,SKU-1034,1,41.31,2025-05-11
ORD-001194,customer0435@demo-retail.com,SKU-1025,2,125.72,2026-06-22
ORD-001195,customer0130@demo-retail.com,SKU-1079,2,151.8,2026-06-30
ORD-001196,customer0345@demo-retail.com,SKU-1083,5,28.96,2026-05-14
ORD-001197,customer0063@demo-retail.com,SKU-1036,2,172.63,2026-05-19
ORD-001198,customer0115@demo-retail.com,SKU-1093,1,65.65,2026-08-20
ORD-001199,customer0201@demo-retail.com,SKU-1001,3,79.63,2026-06-12
ORD-001200,customer0217@demo-retail.com,SKU-1089,4,155.72,2026-07-05
ORD-001201,customer0033@demo-retail.com,SKU-1040,1,75.48,2026-06-08
ORD-001202,customer0479@demo-retail.com,SKU-1081,1,88.5,2026-08-30
ORD-001203,customer0427@demo-retail.com,SKU-1044,1,163.76,2026-07-01
ORD-001204,customer0308@demo-retail.com,SKU-1100,4,196.51,2025-03-16
ORD-001205,customer0044@demo-retail.com,SKU-1016,3,138.37,2026-08-16
ORD-001206,customer0032@demo-retail.com,SKU-1017,2,25.53,2026-08-15
ORD-001207,customer0053@demo-retail.com,SKU-1009,5,75.28,2026-05-13
ORD-001208,customer0050@demo-retail.com,SKU-1052,4,77.39,2026-05-26
ORD-001209,customer0197@demo-retail.com,SKU-1059,3,179.16,2025-01-11
ORD-001210,customer0334@demo-retail.com,SKU-1044,5,163.76,2025-04-14
ORD-001211,customer0099@demo-retail.com,SKU-1076,1,182.23,2026-06-08
ORD-001212,customer0065@demo-retail.com,SKU-1074,1,138.79,2026-07-13
ORD-001213,customer0125@demo-retail.com,SKU-1024,1,62.94,2026-05-10
ORD-001214,customer0387@demo-retail.com,SKU-1084,1,78.72,2026-04-22
ORD-001215,customer0241@demo-retail.com,SKU-1019,3,75.36,2026-07-25
ORD-001216,customer0301@demo-retail.com,SKU-1067,6,30.86,2026-08-29
ORD-001217,customer0217@demo-retail.com,SKU-1007,1,185.15,2026-07-27
ORD-001218,customer0175@demo-retail.com,SKU-1009,1,75.28,2025-07-26
ORD-001219,customer0355@demo-retail.com,SKU-1077,2,42.14,2026-04-24
ORD-001220,customer0169@demo-retail.com,SKU-1054,6,97.36,2025-11-03
ORD-001221,customer0113@demo-retail.com,SKU-1064,2,182.15,2025-02-13
ORD-001222,customer0110@demo-retail.com,SKU-1080,2,61.43,2026-04-23
ORD-001223,customer0193@demo-retail.com,SKU-1095,1,122.17,2025-12-06
ORD-001224,customer0038@demo-retail.com,SKU-1002,1,164.25,2026-01-07
ORD-001225,customer0324@demo-retail.com,SKU-1025,10,125.72,2026-05-11
ORD-001226,customer0102@demo-retail.com,SKU-1026,8,213.67,2026-08-24
ORD-001227,customer0434@demo-retail.com,SKU-1044,1,131.54,2026-07-18
ORD-001228,customer0426@demo-retail.com,SKU-1003,8,44.45,2025-04-14
ORD-001229,customer0480@demo-retail.com,SKU-1044,3,163.76,2025-04-24
ORD-001230,customer0088@demo-retail.com,SKU-1085,5,20.48,2026-05-28
ORD-001231,customer0034@demo-retail.com,SKU-1092,2,204.34,2026-03-21
